feature,importance
day_of_year,0.24860352149055692
longitude,0.20845160778352706
latitude,0.18348020296688822
sm_aux,0.11872623829108726
clay_x_sm_aux,0.07501049868271455
clay_sand_ratio,0.05656898894082852
clay_silt_ratio,0.035482550547202334
sand_content,0.025810183011757925
silt_content,0.024710566648785796
clay_content,0.019398943040667138
season_Summer,0.0016594665381095954
season_Spring,0.0014029033637817355
season_Winter,0.0006943286940932472
